Content Tab,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab
Details,116222,Villa Caliza,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,N/A N/A N/A,231,Lifetime: 1 // $2818,Vladimir de Baghy (12/2015),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,31-Jul-15,"Onboarding Inspection: Inspection conducted to qualify if the property fits the portfolio. This occurs prior to listing: 1. Villa feels new, simple but nice. Again, adding it or not will depend on the price per night
2. Toiletries are not up to our standards. We might need to train Mita Residential on this.
3. Villa did not seem to be so well stocked, but apparently when it is rented Mita Residential provides additional towels, glasses, plates, etc.
4. THERE IS CONSTRUCTION NEAR BY and hammering can be heard. Need to follow up with Mita Rersidential",-,-,-,-,-,-,116222,Villa Caliza,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,2004,-,45% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116222,Villa Caliza,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116223,Estate Palo de Brasil,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,Punta Mita Los Veneros Mexico 63729,278,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116223,Estate Palo de Brasil,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,2004,-,45% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116223,Estate Palo de Brasil,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116224,Villa Aguamarina,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,N/A N/A N/A,231,Lifetime: 3 // $3800,Zechariah Abramovitz (1/2016),-,All Clear,Orange: Impactful issues were noticed at the property that would require labor to be resolved,05-Mar-16,"Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Wi-Fi not working, light stains on couch, rip on outdoor chair, toiletries need upgrading, missing iron, ironing board and detergent",-,-,-,-,-,-,116224,Villa Aguamarina,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,2004,-,45% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116224,Villa Aguamarina,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116230,The Jewel of Pelican,California - Orange County,Larry Rener,Linda Cano,California Newport Beach USA 92657,291,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116230,The Jewel of Pelican,California - Orange County,Larry Rener,Linda Cano,2015,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116230,The Jewel of Pelican,California - Orange County,Larry Rener,Linda Cano,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116231,St. Germain,Paris,Patrick Cosculluela,Luxury Rentals,N/A N/A N/A,271,Lifetime: 4 // $6739,Jessica Scotcher (3/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116231,St. Germain,Paris,Patrick Cosculluela,Luxury Rentals,2003,-,100% non refundable,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116231,St. Germain,Paris,Patrick Cosculluela,Luxury Rentals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116233,Casa Alang Alang,Costa Rica,Diana Soler,Toni Vandewalle,1000 Calle Principal Cost Rica Tamarindo Costa Rica 50309,181,Lifetime: 11 // $46860,Kirsten Schneider (4/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116233,Casa Alang Alang,Costa Rica,Diana Soler,Toni Vandewalle,2015,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,25%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116233,Casa Alang Alang,Costa Rica,Diana Soler,Toni Vandewalle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116235,Midtown West Vista,New York - New York City,Julie Belanger,BLUEWAY - Lauren Berger Collection,No address on file,328,Lifetime: 2 // $4150,Ryan Jacks (10/2015),-,All Clear,Green: Good condition - no or minimal issues noticed,22-Nov-15,Guest survey or other feedback received: No issues flagged,-,-,-,-,-,-,116235,Midtown West Vista,New York - New York City,Julie Belanger,BLUEWAY - Lauren Berger Collection,2012,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,25%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116235,Midtown West Vista,New York - New York City,Julie Belanger,BLUEWAY - Lauren Berger Collection,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116239,The Broadway Penthouse,California - Los Angeles,Larry Rener,Nima Tehrany,"1645 Vine Street,  1006  California Los Angeles USA 90028",146,Be the first to book this villa!,-,-,All Clear,Green: Good condition - no or minimal issues noticed,20-Nov-15,Onboarding Inspection: Inspection conducted to qualify if the property fits the portfolio. This occurs prior to listing: personal items to be removed beofre renting. thorough cleaning required,-,-,-,-,-,-,116239,The Broadway Penthouse,California - Los Angeles,Larry Rener,Nima Tehrany,2015,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays and peak season,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116239,The Broadway Penthouse,California - Los Angeles,Larry Rener,Nima Tehrany,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116240,Haida Lodge,Whistler (BC),Alana Hanks,VIP Mountain Holidays,N/A N/A N/A,221,Lifetime: 4 // $7356,Mani Chanmany (4/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116240,Haida Lodge,Whistler (BC),Alana Hanks,VIP Mountain Holidays,2014,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116240,Haida Lodge,Whistler (BC),Alana Hanks,VIP Mountain Holidays,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116241,(H) Honu Kai,Maui,Edward Puglia,BLUEWAY - Honu Kai,No address on file,3172,Lifetime: 10 // $23545,Michael Rassy (3/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,22-Jan-16,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: All good as per report,-,-,-,-,-,-,116241,(H) Honu Kai,Maui,Edward Puglia,BLUEWAY - Honu Kai,2007,-,30% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,30%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116241,(H) Honu Kai,Maui,Edward Puglia,BLUEWAY - Honu Kai,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116242,Frangipani,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",N/A N/A N/A,281,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116242,Frangipani,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",2015,-,Special Terms - Please inquire with PDOperations@,18%,Special Terms - Please inquire with PDOperations@,-,-,-,-,-,-,-,-,-,-,116242,Frangipani,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116244,Evangeline,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",N/A N/A N/A,281,Lifetime: 1 // $24750,Kirsten Schneider (3/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116244,Evangeline,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",2015,-,Special Terms - Please inquire with PDOperations@,18%,Special Terms - Please inquire with PDOperations@,-,-,-,-,-,-,-,-,-,-,116244,Evangeline,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116245,Tir Na Nog,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",N/A N/A N/A,281,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116245,Tir Na Nog,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",2015,-,Special Terms - Please inquire with PDOperations@,18%,Special Terms - Please inquire with PDOperations@,-,-,-,-,-,-,-,-,-,-,116245,Tir Na Nog,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116246,Lazy Lizard,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",N/A N/A N/A,281,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116246,Lazy Lizard,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",2015,-,Special Terms - Please inquire with PDOperations@,18%,Special Terms - Please inquire with PDOperations@,-,-,-,-,-,-,-,-,-,-,116246,Lazy Lizard,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116247,Turtle Crossing,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",N/A N/A N/A,281,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116247,Turtle Crossing,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",2015,-,Special Terms - Please inquire with PDOperations@,18%,Special Terms - Please inquire with PDOperations@,-,-,-,-,-,-,-,-,-,-,116247,Turtle Crossing,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116248,Sandpiper Beach House,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",N/A N/A N/A,281,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116248,Sandpiper Beach House,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",2015,-,Special Terms - Please inquire with PDOperations@,18%,Special Terms - Please inquire with PDOperations@,-,-,-,-,-,-,-,-,-,-,116248,Sandpiper Beach House,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116262,Footprints,Barbados,Edward Puglia,Joe Poulin,Barbados Mt Standfast Barbados 00000,302,Lifetime: 7 // $72300,Levi Hoffman (1/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,26-Mar-16,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Welcome VIP Inspection: All good,-,-,-,-,-,-,116262,Footprints,Barbados,Edward Puglia,Joe Poulin,2015,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116262,Footprints,Barbados,Edward Puglia,Joe Poulin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116269,(H) Nanea,Maui,Edward Puglia,Nanea,No address on file,333,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116269,(H) Nanea,Maui,Edward Puglia,Nanea,2015,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,22%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116269,(H) Nanea,Maui,Edward Puglia,Nanea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116272,Pacific Modern,California - Los Angeles,Larry Rener,Luca and Luca,No address on file,235,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116272,Pacific Modern,California - Los Angeles,Larry Rener,Luca and Luca,2014,-,20% non refundable if canceled within 95 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116272,Pacific Modern,California - Los Angeles,Larry Rener,Luca and Luca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116273,Amber Villa,Riviera Maya,Diana Soler,Mayaluxe,No address on file,322,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116273,Amber Villa,Riviera Maya,Diana Soler,Mayaluxe,2003,-,23% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116273,Amber Villa,Riviera Maya,Diana Soler,Mayaluxe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116281,Colonial Paradise,Bahamas - Nassau and Paradise Island,Mike Rollins,Blazing Saddles International Ltd,BS Nassau The Bahamas N-9750,292,Lifetime: 4 // $32100,James D'Silva (4/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,19-Apr-16,"Advance Inspection: inspection conducted days or couple of weeks prior to an arrival: VIP advance: property is in good condition, minor construction in interior of villa next door, will not affect guests",-,-,-,-,-,-,116281,Colonial Paradise,Bahamas - Nassau and Paradise Island,Mike Rollins,Blazing Saddles International Ltd,2015,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116281,Colonial Paradise,Bahamas - Nassau and Paradise Island,Mike Rollins,Blazing Saddles International Ltd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116284,Bougainvillea,Bahamas - Nassau and Paradise Island,Mike Rollins,Robert Clay,No address on file,292,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116284,Bougainvillea,Bahamas - Nassau and Paradise Island,Mike Rollins,Robert Clay,2015,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,25%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116284,Bougainvillea,Bahamas - Nassau and Paradise Island,Mike Rollins,Robert Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116290,Kaunaoa Halia 10B,Big Island,Edward Puglia,South Kohala Management,N/A N/A N/A,305,Lifetime: 3 // $5780,Levi Hoffman (9/2015),-,All Clear,Green: Good condition - no or minimal issues noticed,20-Feb-16,Guest survey or other feedback received: All good as per report,-,-,-,-,-,-,116290,Kaunaoa Halia 10B,Big Island,Edward Puglia,South Kohala Management,2006,-,25% non refundable if canceled within 20 days of arrival,20%,"No deposit, Full payment due 65 days before arrival",-,-,-,-,-,-,-,-,-,-,116290,Kaunaoa Halia 10B,Big Island,Edward Puglia,South Kohala Management,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116291,Champion Ridge #17,Big Island,Edward Puglia,South Kohala Management,N/A N/A N/A,305,Lifetime: 10 // $20419,Jessica Scotcher (3/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,25-Feb-16,"Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Broken blinds, company on their way to fix. Intranet, AC compressor can be heard from one of the bedrooms.",-,-,-,-,-,-,116291,Champion Ridge #17,Big Island,Edward Puglia,South Kohala Management,2006,-,25% non refundable if canceled within 20 days of arrival,20%,"No deposit, Full payment due 65 days before arrival",-,-,-,-,-,-,-,-,-,-,116291,Champion Ridge #17,Big Island,Edward Puglia,South Kohala Management,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116292,Kamilo at Mauna Lani 215,Big Island,Edward Puglia,South Kohala Management,Hawaii  Waimea  USA 96743,305,Lifetime: 2 // $2023,James D'Silva (1/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116292,Kamilo at Mauna Lani 215,Big Island,Edward Puglia,South Kohala Management,2006,-,25% non refundable if canceled within 20 days of arrival,20%,"No deposit, Full payment due 65 days before arrival",-,-,-,-,-,-,-,-,-,-,116292,Kamilo at Mauna Lani 215,Big Island,Edward Puglia,South Kohala Management,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116293,Kamilo at Mauna Lani 321,Big Island,Edward Puglia,South Kohala Management,Hawaii  Waimea  USA 96743,305,Lifetime: 9 // $8003,Shawn Gagnon (12/2015),-,"CONSTRUCTION - NEIGHBOUR: Construction next to villa, complete renovation and adding new units. ETA END: UFN",Orange: Impactful issues were noticed at the property that would require labor to be resolved,03-Feb-16,"Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Villa in great condition, ongoing construction",-,-,-,-,-,-,116293,Kamilo at Mauna Lani 321,Big Island,Edward Puglia,South Kohala Management,2006,-,25% non refundable if canceled within 20 days of arrival,20%,"No deposit, Full payment due 65 days before arrival",-,-,-,-,-,-,-,-,-,-,116293,Kamilo at Mauna Lani 321,Big Island,Edward Puglia,South Kohala Management,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116295,Ani Villas Thailand,Phuket,Edward Puglia,BLUEWAY - Ani Estate,"54/6 Baan Faa Sai, Rimtalay Village Moo 5 Ko Yao, Ko Yanonoi Phuket Phang-nga Thailand 82160",230,Lifetime: 2 // $17024,Ann Schwartz (3/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116295,Ani Villas Thailand,Phuket,Edward Puglia,BLUEWAY - Ani Estate,2007,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,27%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116295,Ani Villas Thailand,Phuket,Edward Puglia,BLUEWAY - Ani Estate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116296,Villa Monara,Sri Lanka,#N/A,BLUEWAY - Ani Estate,N/A N/A N/A Abkhazia N/A,291,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116296,Villa Monara,Sri Lanka,#N/A,BLUEWAY - Ani Estate,2007,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,25%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116296,Villa Monara,Sri Lanka,#N/A,BLUEWAY - Ani Estate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116297,Villa Divia,Sri Lanka,#N/A,BLUEWAY - Ani Estate,N/A N/A N/A Abkhazia N/A,291,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116297,Villa Divia,Sri Lanka,#N/A,BLUEWAY - Ani Estate,2007,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,25%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116297,Villa Divia,Sri Lanka,#N/A,BLUEWAY - Ani Estate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116298,Ani Villas Sri Lanka Estate,Sri Lanka,#N/A,BLUEWAY - Ani Estate,N/A N/A N/A Abkhazia N/A,291,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116298,Ani Villas Sri Lanka Estate,Sri Lanka,#N/A,BLUEWAY - Ani Estate,2007,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,25%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116298,Ani Villas Sri Lanka Estate,Sri Lanka,#N/A,BLUEWAY - Ani Estate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116299,Blue Pelican,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",N/A N/A N/A,281,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116299,Blue Pelican,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",2015,-,Special Terms - Please inquire with PDOperations@,18%,Special Terms - Please inquire with PDOperations@,-,-,-,-,-,-,-,-,-,-,116299,Blue Pelican,Antigua,Edward Puglia,"Jumby Bay, A Rosewood Resort",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116304,Tortuga Bay A6,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,Punta Cana La Altagracia Dominican Republic 23000,280,Lifetime: 1 // $910,Lyn Lindsay (8/2015),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,21-Nov-15,"Guest survey or other feedback received: -Entrance door is worn down
-Outside furniture has paint chips
-Shower head and faucets need deep clean
-2 garbages are dirty/rusted
-White desk inside has paint chips on edges
-Dark wood desk inside has chips on edges
-Paint and baseboards need retouches",-,-,-,-,-,-,116304,Tortuga Bay A6,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116304,Tortuga Bay A6,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116305,Hacienda 82,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,Punta Cana La Altagracia Dominican Republic 23000,280,Lifetime: 4 // $5970,Online Sale (4/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116305,Hacienda 82,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116305,Hacienda 82,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116306,Villa Corales 49,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,Punta Cana La Altagracia Dominican Republic 23000,280,Lifetime: 1 // $7560,Dominic Lachapelle (2/2016),-,All Clear,Orange: Impactful issues were noticed at the property that would require labor to be resolved,03-Feb-16,"Advance Inspection: inspection conducted days or couple of weeks prior to an arrival: Advance:VIP 
villa construction next door",-,-,-,-,-,-,116306,Villa Corales 49,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116306,Villa Corales 49,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
